Date,Traffic,CPU_Usage,Error_Rate
2026-01-01,1049.6714153011233,32.923146289747926,0.011788936801741416
2026-01-02,986.1735698828816,37.8967733861732,0.012803922631841172
2026-01-03,1064.7688538100692,38.286427417366156,0.015415256215876385
2026-01-04,1152.3029856408025,35.9886136538919,0.015269010260174515
2026-01-05,976.5846625276664,39.19357144166995,0.003111653160214545
2026-01-06,976.586304305082,42.02025428407269,0.005310874800424386
2026-01-07,1157.9212815507392,49.43092950605265,0.0125751763360433
2026-01-08,1076.7434729152908,40.872889064159196,0.012568929754561045
2026-01-09,953.0525614065048,41.28775195361382,0.01257523843153024
2026-01-10,1054.2560043585966,39.62777042116917,0.029263657453273605
2026-01-11,953.6582307187538,30.406143923504793,0.012854452553465835
2026-01-12,953.4270246429743,39.867430622753915,0.015677828200902993
2026-01-13,1024.1962271566033,40.30115104970513,0.014770008817466013
2026-01-14,808.6719755342202,52.316210562426434,0.013256956256528991
2026-01-15,827.5082167486967,39.03819517609439,0.008423653776798273
2026-01-16,943.7712470759027,41.50773671166806,0.013794846102466337
2026-01-17,898.7168879665576,39.82644115147378,0.006135873927312141
2026-01-18,1031.4247332595273,34.15660981190234,0.008815906966299955
2026-01-19,909.1975924478788,45.7141140725751,0.0075731822608544825
2026-01-20,858.7696298664708,43.75966516343387,0.010409370696931613
2026-01-21,1946.5648768921553,83.95515973521523,0.021573292833367542
2026-01-22,1777.4223699513464,75.4530627260263,0.0006636740370412586
2026-01-23,1806.7528204687924,87.0139715546805,0.013431300951872569
2026-01-24,1657.5251813786545,72.9907446860386,0.0019364206440517407
2026-01-25,1745.5617275474817,82.93428546900135,0.007640340671052833
2026-01-26,1011.0922589709866,50.952278129049894,0.015444752984836831
2026-01-27,884.9006422577697,35.04731837434656,0.010321400095477313
2026-01-28,1037.5698018345672,37.16851135198614,0.0046112761103534695
2026-01-29,939.9361310081194,40.498256825438204,0.006423481453700159
2026-01-30,970.8306250206723,37.482621729419,0.01339798874467338
2026-01-31,939.8293387770603,32.24668284466934,0.006348166841414316
2026-02-01,1185.2278184508937,40.34281487403014,0.011082292947909874
2026-02-02,998.6502775262067,34.688481431369475,0.010227859199519069
2026-02-03,894.22890710441,42.36796215317591,0.006741998261970916
2026-02-04,1082.254491210319,35.402878828830985,0.02071972044662663
2026-02-05,877.9156350028978,47.7496720250877,0.013169595111590056
2026-02-06,1020.8863595004756,36.08373353831882,0.0
2026-02-07,804.0329876120225,38.38969241897162,0.010932271573847139
2026-02-08,867.1813951101569,44.06758608684835,0.00669106767615806
2026-02-09,1019.6861235869123,33.84567841783022,0.01426216667398112
2026-02-10,1073.846657999541,41.13729967302065,0.006037396307836497
2026-02-11,1017.1368281189971,46.53571377141214,0.009426317792665504
2026-02-12,988.435171761176,31.96258382719386,0.012524936394902287
2026-02-13,969.8896304410712,40.92316929266152,0.014328775970850608
2026-02-14,852.1478009632573,41.29941397124212,0.003998517964721119
2026-02-15,928.0155791605291,43.90911435888655,0.008327493820795258
2026-02-16,953.9361229040212,33.81524644560959,0.007625273444195219
2026-02-17,1105.7122226218917,33.39771693457862,0.006733353837131441
2026-02-18,1034.3618289568462,42.60970782808449,0.018827271201405486
2026-02-19,823.6959844637266,41.48492336616593,0.012024908554804778
2026-02-20,1032.4083969394794,41.252464251729386,0.003695580228324774
2026-02-21,961.4917719583683,41.73224104748488,0.01458930973527388
